,Job Title,Company,City,State
8351,Senior RightFax Administrator (100% work from home),Technosoft Corporation,Richfield,MN
8352,Ruby on Rails Developer,"Lorven Technologies, Inc.",Colorado Springs,CO
8353,Information Systems Architect,Butler America,Columbia,SC
8354,Sr. Software Engineer,"CTG, Inc.",Research Triangle Park,NC
8355,DATABASE ADMINSTRATOR DB2 LUW,TECH Projects,Albany,NY
8356,IT Project Coordinator,Amerit Consulting,Oakland,CA
8357,Hadoop / Scala developer - NYC,Adroit Software & Consulting Inc,New York,NY
8358,SAP Design Studio Developer,HCL Global Systems,Plano,TX
8359,Oracle DBA,Infor Global Solutions,Greenville,SC
8360,Production Readiness Engineer - Cloud Services,Lenmar Consulting,New York,NY
8361,Dillard's Business Intelligence Data Scientist,Dillards,Little Rock,AR
8362,Linux / AIX Administrator,Collabera,Columbus,OH
8363,Network/Storage/Virtualization Consultant - Direct Hire,iMetrics Consulting,Herndon,VA
8364,Data Masking Analyst,Matlen Silver,Charlotte,NC
8365,Junior- Mid Level Software Engineer,Strategic Employment Partners,Boston,MA
8366,Big Data Engineer,Connections of New York,New York,NY
8367,IT Compliance Analyst,Amerit Consulting,Syracuse,NY
8368,Web Application Security Analyst - Penetration Testing,SOFT Inc.,New York,NY
8369,.Net Application Developer,iNovate Solutions,Fairfax,VA
8370,Mainframe Developer,Arthur Lawrence,Austin,TX
8371,.NET DEVELOPER,TECH Projects,Brooklyn,NY
8372,IP Network Engineer,Bright Byte Consulting,Atlanta,GA
8373,Configuration Analyst,AAVALAR Consulting,Arlington,VA
8374,Enterprise Account Manager,Cisco Systems Inc.,Chicago,IL
8375,IBM Infosphere Master Data Management (MDM) Technical Lead / Architect,Precision Systems,Cleveland,OH
8376,Oracle DBA with Security,"Techno-Comp, Inc.",Warren,NJ
8377,Human Factors Engineer/UX Engineer,Amerit Consulting,Birmingham,AL
8378,Need Integration Team Leader with ESB and ICCP in MN & CO,"Technology Consultants, Inc.",Minneapolis,MN
8379,Systems Engineer (Security),Caresoft,Centennial,CO
8380,TIBCO Architect,Xoriant Corporation,Montvale,NJ
8381,AS 400 Lead developer,Ampstek LLC,Eagan,MN
8382,Senior BI Developer (Banking),Opal Force Inc,Roseville,CA
8383,Sr. Java Developer,Collabera,Dallas,TX
8384,Oracle EBS Production Support,Citadel Information Services Inc,Boston,MA
8385,Network Engineer !! Contract-to-hire !!,Amerit Consulting,San Diego,CA
8386,Sr C#.NET Developer,Precision Systems,Colorado Springs,CO
8387,Tableau / R / Hadoop Modeler,CBIG Recruiting & Staffing,Chicago,IL
8388,Tibco support,Shivam Infotech,Hopewell,NJ
8389,IT Auditor - Information Security Audit,Cisco Systems Inc.,Raleigh,NC
8390,Big Data Solution Architect,InfiCare Technologies,New York,NY
8391,Oracle Spatial and Graph Developer,Caresoft,Jersey City,NJ
8392,Informatica MDM,Matrix Technology Group,Dallas,TX
8393,Cloud Pre-Sales Engineer/ Cloud Solutions Architect,Precision Systems,Seattle,WA
8394,Solution Architect,"Agreatis, Inc.",Mason,MI
8395,Epic Clarity Developer,"V-Soft Consulting Group, Inc",Martinez,CA
8396,C#.NET Developer,Precision Systems,Chevy Chase,MD
8397,Senior Automation Tester / Selenium Tester,COOLSOFT,Boise,ID
8398,SAP Native Hana Developer,HCL Global Systems,Sacramento,CA
8399,VBA Developer (Visual Basic for Applications),InfiCare Technologies,New York,NY
8400,Big Data Developer,Futran Solutions,Minnetonka,MN
8401,Big Data Architect/Principal Engineer,Cisco Systems Inc.,San Jose,CA
8402,"Full Stack Engineer in Fremont, CA","Super Technology Solutions, Inc.",Fremont,CA
8403,Desktop Engineer,Xoriant Corporation,Montvale,NJ
8404,Help Desk Support - Security Clearance Eligible,"IT Resource Solutions.net, Inc.",Augusta,GA
8405,Airline Business Analyst,Kavi Software,Atlanta,GA
8406,Sr. Software Engineer/ Sr. Java/Big Data Engineer,Tekniforce,Raleigh,NC
8407,Desktop Support Specialist,"Princeton IT Services, Inc",Hamilton,NJ
8408,Core Java Developer (Full Time),Arthur Lawrence,Beaumont,TX
8409,Linux Administrator,Zar Technology Consulting,Greenwich,CT
8410,ETL Production Support,Collabera,Columbus,OH
8411,DevOps Engineer,ADG Tech Consulting,Chantilly,VA
8412,Automation Engineer,AAVALAR Consulting,Malvern,PA
8413,Senior Java Developer - Partial Telecommute - DoD Secret Required,TrustedQA,Crystal City,VA
8414,Salesforce Integration Consultant,Arthur Lawrence,Cincinnati,OH
8415,Oracle EBS Finance Analyst Consultant R12 (#911-MH2444),Moorecroft Systems Inc.,Atlanta,GA
8416,Scrum Master,Collabera,Wilmington,DE
8417,Security Analyst - Direct Hire,iMetrics Consulting,Cheverly,MD
8418,Business Analyst Mentor,Kavi Software,Atlanta,GA
8419,Technical Leader- Openstack,Cisco Systems Inc.,Milpitas,CA
8420,Software Engineer in Test (SDET),INSYS Group,Boston,MA
8421,Accounts Payable Consultant - PeopleSoft A/P,SOFT Inc.,Jamaica,NY
8422,Senior Business Intelligence Analyst,Aquinas Consulting,New Haven,CT
8423,Business Analyst,Lenmar Consulting,White Plains,NY
8424,Server Side C# Developer,Arthur Lawrence,Beaumont,TX
8425,Project Manager MMIS- Locals Only,Butler America,Quincy,MA
8426,Senior Java Developer,Strivector,Washington,DC
8427,Test Automation Architect (Senior SDET),MetaOption LLC,Charlotte,NC
8428,Application Security Architect,Lenmar Consulting,Jersey City,NJ
8429,SAP Deputy Project Manager,"Bourntec Solutions, Inc.",Largo,MD
8430,Senior Wireless Network Consulting Engineer,Cisco Systems Inc.,Seattle,WA
8431,IBM Infosphere Master Data Management (MDM) Technical Lead / Architect,Precision Systems,Cleveland,OH
8432,Software Engineer,Caresoft,Rochester,NY
8433,Systems Engineer (SQE) (Remote Available),Caresoft,Centennial,CO
8434,Taleo Learning Delivery Lead,Seven Hills Software Technologies,New York,NY
8435,Java Fullstack Developer with Docker,Hire IT People,Dallas,TX
8436,Clinical Business Analyst,"Chandra Technologies, Inc.",Columbia,SC
8437,Front End Developer *local to STL only*,Preferred Resources,Saint Louis,MO
8438,Sr J2EE /Big Data Developer,Atyeti,Raleigh,NC
8439,Sr Systems Engineer Network,Butler America,Fort Huachuca,AZ
8440,ASP.net Web developer with Laserfiche,ARK Solutions Inc,Atlanta,GA
8441,C++ Developer,Virtusoft,New York,NY
8442,Junior Designer,"Princeton IT Services, Inc",New York,NY
8443,Automation Tester with cucumber(9 years of Experience),Caresoft,Rockville,MD
8444,Business Analyst,Infor Global Solutions,Austin,TX
8445,Mainframe Developer with Linux on z,INSYS Group,Parsippany,NJ
8446,Sailpoint Developer,CompuGain Corporation,Mclean,VA
8447,Technical Marketing Engineer,Cisco Systems Inc.,Richardson,TX
8448,Big Data / Hadoop Developer,Precision Systems,Chevy Chase,MD
8449,Project Manager - 03065,INSYS Group,Basking Ridge,NJ
8450,Core Java Developer,Collabera,Chicago,IL
8451,UX Designer,Strategic Employment Partners,Boston,MA
8452,Medicaid Business Analyst,"Chandra Technologies, Inc.",Columbia,SC
8453,CREO (Pro-E) Designer/Drafter 3,Infosoft Inc,Issaquah,WA
8454,Customer Support/ Helpdesk/ Desktop Support/ System Admin Entry Level,"HTC Global Services, Inc.",Madison,WI
8455,Systems Engineer,Cisco Systems Inc.,Toronto,ON
8456,Network Engineer,"Digitek Software, Inc.",Milwaukee,WI
8457,Archer Production Support Manager,InfiCare Technologies,Jersey City,NJ
8458,Junior Project Manager,Bridge Technical Talent,Old Saybrook,CT
8459,Web UI Javascript Developer,SwitchLane Inc.,Harrisburg,PA
8460,.Net AngularJS Expert,Xoriant Corporation,Montvale,NJ
8461,Solution Architect,Expert Technical Solutions,Atlanta,GA
8462,Full Stack Web Developer/Designer,JBCConnect,New York,NY
8463,Software Development Manager,Apple Leisure Group,Addison,TX
8464,Lead BizTalk Developer,"iTech US, Inc.",Houston,TX
8465,Sr C#.NET Developer,Precision Systems,Mayfield Village,OH
8466,Senior Websphere Admin,Matlen Silver,Plano,TX
8467,SAP PP Consultant,Gyansys,Chicago,IL
8468,SAP Basis Architect,Matrix Technology Group,Detroit,MI
8469,Embedded Developer,Precision Systems,Cleveland,OH
8470,Applications Engineer,AMS Staffing Inc.,Cleveland,OH
8471,Informatica Developer,CBIG Recruiting & Staffing,New York,NY
8472,Senior Sitecore Architect,Pull Skill Technologies,Richardson,TX
8473,Sr. Network Engineer,Compworldwide,Pleasanton,CA
8474,Product Manager Multiplatform Phones,Cisco Systems Inc.,Richardson,TX
8475,Senior .NET Web Developer,Arthur Lawrence,Houston,TX
8476,Certified Linux/Redhat Administrator,"Chandra Technologies, Inc.",Austin,TX
8477,Digital Product Manager,Collabera,Irving,TX
8478,Network Architect,Precision Systems,Chevy Chase,MD
8479,Java Developer,INSASYS LLC,Mclean,VA
8480,Mobile Developer,Strivector,San Francisco,CA
8481,Digital Web Analyst Des Moines,CSS Staffing,Des Moines,IA
8482,Big Data Architect,Incorporan Inc,Parsippany,NJ
8483,Senior Security Consultant - Enterprise Security Architecture,Cisco Systems Inc.,Washington,DC
8484,IT Test Automation Engineer,"Agreatis, Inc.",Orlando,FL
8485,System Engineer,Cisco Systems Inc.,Phoenix,AZ
8486,Data Architect / Data Modeler,Collabera,Newark,DE
8487,Quality Assurance / Testers,Tully Recruiting LLC,Indianapolis,IN
8488,Network Engineer,iNovate Solutions,Reston,VA
8489,Application Support / Production Support,Collabera,Lewisville,TX
8490,MS Dynamics Developer- Immediate Interview,"GreyCell Labs, Inc",Albany,NY
8491,Senior IT Systems Test Engineer,Precision Systems,Mayfield Village,OH
8492,Linux Administrator,ConsultUSA,Pittsburgh,PA
8493,Systems Engineer III,Cisco Systems Inc.,Seattle,WA
8494,JasperSoft Developer,VLink Inc,Kansas City,MO
8495,Project Manager for multi-year project for Modernization effort,QA Technologies Inc,Carson City,NV
8496,Full Stack Java Developer,iConsult US,Sunnyvale,CA
8497,Database Engineer,e-Primary,Blue Bell,PA
8498,Front End Developer,Cynet Systems,Mooresville,NC
8499,Javascript/JQuery developer,ADG Tech Consulting,Alexandria,VA
8500,"Sr. Business Analyst- Direct Hire- Must be local to St. Louis, MO",Preferred Resources,Saint Louis,MO
8501,PeopleSoft Financials Consultant,"Chandra Technologies, Inc.",Austin,TX
8502,Selenium Tester/Automation Engineer,Matlen Silver,Irving,TX
8503,Selenium Engineer,Rely Services,Schaumburg,IL
8504,SecureOps Investigations Manager,Cisco Systems Inc.,Raleigh,NC
8505,Infrastructure Engineer,CompuGain Corporation,Mclean,VA
8506,Tech Lead,INSYS Group,Basking Ridge,NJ
8507,DevOps Engineer (Local Candidates),Matrix Technology Group,Sunnyvale,CA
8508,JD-Edwards Programmer Analyst,"Agreatis, Inc.",New York,NY
8509,OpManager / Network Operations Monitoring Engineer,TrustedQA,Herndon,VA
8510,Sr. NET Developer for Server Based Applications,ARK Solutions Inc,Atlanta,GA
8511,Procurement Project manager with transportation/ logistics/energy,InfoPeople Corp,New York,NY
8512,Data Modeler,Gyansys,Santa Clara,CA
8513,Technical Leader - Software Engineering,Cisco Systems Inc.,Milpitas,CA
8514,Oracle PL/SQL Developer- Multiple Positions,"GreyCell Labs, Inc",Albany,NY
8515,System Administrator,Strivector,Austin,TX
8516,Information Security Manager,Itech Consulting Partners,Yonkers,NY
8517,_Lead Business Analyst w/ State Exp Must_,"Digipulse Technologies, Inc",Lincoln,NE
8518,Sr C#.NET Developer,Precision Systems,Mayfield Village,OH
8519,Microsoft Dynamics NAV SME,"V-Soft Consulting Group, Inc",Livonia,MI
8520,"Lead UI, Angular.JS Developer",Virtusoft,Boston,MA
8521,Infrastructure Engineer (No Subcontractors),"ADPI, LLC..",Bloomfield,CT
8522,Trade Surveillance Business analyst,Lenmar Consulting,New York City,NY
8523,Cloud transition Expert,Maven Workforce,Waukesha,WI
8524,Endpoint/Desktop Operations Subject Matter Expert,ObjectWin Technology Inc,Santa Clara,CA
8525,5 Senior Java Developers,AMS Staffing Inc.,Plano,TX
8526,"Enterprise Solution Architect in Richmond, VA","Super Technology Solutions, Inc.",Richmond,VA
8527,HR Analyst,Kaygen Inc,Irvine,CA
8528,"BI (Business Intelligence) Architect in Mason, OH","Super Technology Solutions, Inc.",Mason,OH
8529,"Reports Developer-Qlikview,Excel,VBA",Collabera,Tampa,FL
8530,ETL QA Testing Analyst,"Acadia Technologies, Inc.",Saint Paul,MN
8531,Front End Developer,Aquinas Consulting,Waterbury,CT
8532,Salesforce Architect,Caresoft,Somerset,NJ
8533,Help Desk Specialist,Donnelly & Moore Corporation,White Plains,NY
8534,SAP Data Services Manager - ETL,PurpleSquirrel / Identify Recruiting,Auburn,IN
8535,Software Engineer II - Security Group,Cisco Systems Inc.,Austin,TX
8536,Senior Database/ETL Developer,Shivam Infotech,Tampa,FL
8537,Software Development Engineer,INENT Inc. (Innovative Enabling Technologies Inc),Redmond,WA
8538,Markit EDM Developer,"V-Soft Consulting Group, Inc",Madison,WI
8539,Full stack Developer,"Softpath System, LLC.",Chicago,IL
8540,SQL Datawarehouse Developer/ Engineer,Collabera,Wilmington,DE
8541,Oracle Forms Developer,"Ardent Technologies, Inc.",Saint Paul,MN
8542,Network Engineer,CompuGain Corporation,Mclean,VA
8543,Software Application Engineer,Teradata Corporation,San Diego,CA
8544,Network Security Engineer - Consulting -- Near CUPERTINO,Cisco Systems Inc.,Offsite Bay,CA
8545,Tibco Architect,United Software Group,Nyc,NY
8546,Compliance Project Manager,Atyeti,New York City,NY
8547,JavaScript Developer - MEAN Stack - Fulltime,Group Nine,Atlanta,GA
8548,Business Analyst (Marketing),Caresoft,Mountain View,CA
8549,Instructional Designer,INSYS Group,Eden Prairie,MN
8550,Quality Test Lead,Systems Technology Group Inc. (STG),Dearborn,MI
8551,Scala Developer,"SilverSearch, Inc.",New York,NY
8552,Mainframe IMS / DB2 Administrator,Collabera,Columbus,OH
8553,Business Intelligence Expert,Connections of New York,Jersey City,NJ
8554,Sr. SSIS/SSRS/SSAS Developer,Gyansys,Santa Clara,CA
8555,VMWare Environment Specialist,"Chandra Technologies, Inc.",Raleigh,NC
8556,"Build, Release, Automation Technical PMs",Enterprise Solutions,Tampa,FL
8557,Agile Coach,INSYS Group,Minnetonka,MN
8558,PeopleSoft T&L Functional Lead,"Lodestar Consulting, LLC",Unspecified,NM
8559,Cognos Developer,Amerit Consulting,Oakland,CA
8560,Software Tester Exp. Exp with Courts/CMS/SDLC in Raleigh NC,"22nd Century Technologies, Inc.",Raleigh,NC
8561,Network Architect/Security Architect with CCIE,InfoPeople Corp,Gaithersburg,MD
8562,Security Architect,Caresoft,Lansing,MI
8563,DevOps Manager,Infor Global Solutions,Austin,TX
8564,Senior CISO C&A Specialist,"Multivision, Inc.",Raleigh,NC
8565,Java Developer II,Nesco Resource,Fort Worth,TX
8566,.Net Developer,Collabera,Wilmington,DE
8567,Java Developer,ePromptus Inc.,Detroit,MI
8568,Business Analyst I,Aureus Group,Mission,KS
8569,"Senior Software Engineer, Full-Stack",Cargurus,Cambridge,MA
8570,Web & Database Manager,Aureus Group,Mission,KS
8571,IT BA/QA,Aureus Group,Topeka,KS
8572,Senior C# /Java Developer,Capital Markets Placement,New York,NY
8573,Senior Network Engineer,Association of American Medical Colleges,Washington,DC
8574,"MS CRM Technical Consultant/Manager-Redmond, WA",Wipro Ltd.,Redmond,WA
8575,PeopleSoft Developer - 310011,University of Minnesota - OIT,Twin Cities,MN
8576,Sr Machine Learning Scientist,CyberCoders,San Carlos,CA
8577,"Development, Senior (System Integration)",Freddie Mac,Mc Lean,VA
8578,Deskside Support,Aureus Group,Omaha,NE
8579,"Development, Professional",Freddie Mac,Mc Lean,VA
8580,Technology Engineer IV,"SANS Consulting Services, Inc",Fairfax,VA
8581,Web Developer,"DST Systems, Inc",Kansas City,MO
8582,Robert Half Technology Information Technology Search Recruiting Manager (Perm),Robert Half Technology,Cincinnati,OH
8583,Senior Management Consultant,iQuasar LLC,Washington,DC
8584,Robert Half Technology Technology Recruiter CS,Robert Half Technology,Las Vegas,NV
8585,Software QA Supervisor,"DST Systems, Inc",Kansas City,MO
8586,"Syteline Analyst - Phoenix, AZ",Pivotal Solutions Inc,Phoenix,AZ
8587,Senior Project Manager,"Titan Technologies, Inc.",Naples,FL
8588,Robert Half Technology Information Technology Search Division Director (Perm),Robert Half Technology,Portland,OR
8589,UI Developer with Wireframe and Mockup,iQuasar LLC,Reston,VA
8590,HIM Associate I,Aureus Group,Mission,KS
8591,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Greenville,SC
8592,Robert Half Technology Division Director,Robert Half Technology,Westwood,CA
8593,Data Privacy Engineer,Diligente Technologies,Salt Lake City,UT
8594,Customer Technical Representative - Secret Clearance and IAT Level III Cert Required (ID#002),SRG Government Services,Columbia,SC
8595,Robert Half Technology Lead Recruiter TS,Robert Half Technology,Tulsa,OK
8596,"Active Clearance Must Help Desk Analyst with Linux Troubleshooting in Vienna, VA","22nd Century Technologies, Inc.",Vienna,VA
8597,"RF Design, 4g, LTE, Atoll, Siterra, Ericsson, Actix",Primus Software Corp,Charlotte,NC
8598,"Development, Senior",Freddie Mac,Mc Lean,VA
8599,Robert Half Technology Account Executive TS,Robert Half Technology,San Jose,CA
8600,Microsoft Dynamics AX Functional Consultant (Remote),TEK Connexion,Atlanta,GA
8601,Senior Performance Engineer,SAZ Labs Inc.,Blue Ash,OH
8602,"Core Java Developer Consultant - Omaha, NE",Aureus Group,Omaha,NE
8603,Network Engineer (Cisco),TEK Connexion,Niles,OH
8604,IMA Paralegal,Capital Markets Placement,Newport Beach,CA
8605,Business Analyst - Broker Dealer (No H1-B),"ADPI, LLC..",Enfield,CT
8606,"Manager, Windows Services",Association of American Medical Colleges,Washington,DC
8607,Software Engineer,"DST Systems, Inc",Roseburg,OR
8608,Digital Designer,Capital Markets Placement,Newport Beach,CA
8609,Robert Half Technology Information Technology Search Division Director (Perm),Robert Half Technology,Oakbrook Terrace,IL
8610,Sr. Security Engineer (Security Clearance and IAT Level 3 a must) (ID#002),SRG Government Services,Crystal City,VA
8611,Magento E-Commerce Engineer,CyberCoders,Marina Del Rey,CA
8612,"Active Secret Clearance Must !! Project Manager in Lexington Park, MD","22nd Century Technologies, Inc.",Lexington Park,MD
8613,Robert Half Technology Account Executive TS,Robert Half Technology,Baltimore,MD
8614,"C# ASP.NET MVC Developer - North Canton, OH","TapRoot Recruiting Solutions, Inc.",North Canton,OH
8615,Sr. Test Engineer,Association of American Medical Colleges,Washington,DC
8616,E - Learning - Instructional Design Project,Aureus Group,Omaha,NE
8617,Software Developer - Looking for Linux Experts!,CyberCoders,San Diego,CA
8618,Software Engineer with TS Security Clearance (2251-DCS),Stout Systems Development,Ann Arbor,MI
8619,Java/J2EE Application Developer,Soft Tech Consulting Inc,Springfield,VA
8620,Helpdesk Analyst/ Technical Support,iQuasar LLC,Alexandria,VA
8621,Robert Half Technology Account Executive CS,Robert Half Technology,Southfield,MI
8622,PERFORMANCE TEST ENGINEER/ANLYST,Aardvark Systems and Programming Inc.,Watertown,MA
8623,Sr. Systems Engineer (Virtualization) (Security Clearance and IAT Level 3 a must) (ID#002),SRG Government Services,Crystal City,VA
8624,Technical Business Analyst,Aureus Group,Omaha,NE
8625,"Syteline Analyst - Chicago, IL",Pivotal Solutions Inc,Chicago,IL
8626,"Scrum Master Consultant - Greensboro, NC",Aureus Group,Greensboro,NC
8627,"Cisco ACI / SDN Consulting Engineer: Denver, CO",CyberCoders,Raleigh,NC
8628,Testing Sr,Freddie Mac,Mc Lean,VA
8629,IINFORMATION SECURITY ANALYST,Aureus Group,Kansas City,MO
8630,Hadoop Admin,"Softpath System, LLC.",Burbank,CA
8631,Robert Half Technology Account Executive CS,Robert Half Technology,Bellevue,WA
8632,Engineer - QA Validation Sr,"Titan Technologies, Inc.",Fort Myers,FL
8633,Senior Front End Developer - JavaScript,CyberCoders,Denver,CO
8635,Application Programmer (Level V Specialist),"The Matlen Silver Group, Inc.",Jacksonville,FL
8636,Technical Writer,CyberData Technologies,Bethesda,MD
8637,"Senior Java Developer, Austin TX",Aureus Group,Austin,TX
8638,"Syteline Analyst - Lansing, MI",Pivotal Solutions Inc,Lansing,MI
8639,Graphic Software Developer (ID#004),SRG Government Services,Frederick,MD
8640,Robert Half Technology Information Technology Search Technical Recruiter,Robert Half Technology,Ottawa,ON
8641,Robert Half Technology Technology Recruiter CS,Robert Half Technology,Raleigh,NC
8642,Senior Data Engineer - Healthcare and Life Science Analytics! -,CyberCoders,New York,NY
8643,Scientist,CyberData Technologies,Sterling,VA
8645,Business Analyst-Senior,RMS Computer Corporation,Tampa,FL
8646,C# ASP.NET Web Developer,Access Staffing,New York,NY
8647,Sr Big Data / Hadoop Tester,"Softpath System, LLC.",Pleasanton,CA
8648,"IT Manager - Clinic, Network Administration, (Relo to Ely, NV)",CyberCoders,Nevada,NV
8649,Senior Hadoop Developer - SaaS Environment - $150K+,CyberCoders,Needham,MA
8650,Graphic Software Developer (ID#004),SRG Government Services,Frederick,MD
8651,Robert Half Technology Technology Recruiter TS,Robert Half Technology,New Orleans,LA
8652,Data Scientist - Hawaii's best place to work for 7 yrs!,CyberCoders,Honolulu,HI
8653,Development Senior (Java),Freddie Mac,Mc Lean,VA
8654,IT Project Manager,"DST Systems, Inc",Kansas City,MO
8655,Network Engineer,"DST Systems, Inc",Kansas City,MO
8656,Data Analyst,"Matlen Silver Group, Inc.",Atlanta,GA
8657,15.US REGION-B.730.ENGINEER IV - SOFTWARE ENGINEERING,VeriSign,Washington,DC
8658,"Sr Risk Analyst - Direct Hire, Omaha",Aureus Group,Omaha,NE
8659,"Senior Mechanical Design Engineer - Mechanical Design, fea, Elec",CyberCoders,Cheswick,PA
8660,Sr. Business Analyst,Association of American Medical Colleges,Washington,DC
8661,Solution Architect,HALLMARK GLOBAL TECHNOLOGIES INC,Chicago,IL
8662,Senior Embedded Software Engineer,Sevis Systems,Lewisville,TX
8663,AS400/iSeries Lead Developer,Compworldwide,Eagan,MN
8664,Junior Front End Designer,CyberCoders,Louisville,KY
8665,Battery System Safety Manager (2302-DCS),Stout Systems Development,Troy,MI
8666,Project Manager,Kyra Solutions,Boca Raton,FL
8667,Senior Software Engineer (Python),Capital Markets Placement,New York,NY
8668,Software Project Leader,"DST Systems, Inc",Kansas City,MO
8669,Senior Oracle DBA,Trintel Technologies,Southfield,MI
8670,Microsoft Dynamics AX Techno Functional Consultant,TEK Connexion,Portland,OR
8671,IT Audit Manager,"DST Systems, Inc",Kansas City,MO
8672,Senior Developer Apache SOLR,HALLMARK GLOBAL TECHNOLOGIES INC,Rockville,MD
8673,Senior Database Developer,Association of American Medical Colleges,Washington,DC
8674,Technology Lifecycle Manager - Windows/Active Directory,"DST Systems, Inc",Kansas City,MO
8675,Information Security Release Manager,Matlen Silver,Jersey City,NJ
8676,Web Designer - Off Road Vehicles!,CyberCoders,Fresno,CA
8677,Android Engineer - REMOTE CONTRACT,CyberCoders,Portland,OR
8678,Front End Web Developer - The future of online gaming!,CyberCoders,Redwood City,CA
8679,Senior WPF/Silverlight Developer,Capital Markets Placement,Newport Beach,CA
8680,Security Specialist,iQuasar LLC,Harrisburg,PA
8681,Robert Half Technology Information Technology Search Division Director (Perm),Robert Half Technology,Austin,TX
8682,Sharepoint Administrator,Zolon Tech Solutions Inc,San Diego,CA
8683,Robert Half Technology Senior Recruiter TS,Robert Half Technology,Jacksonville Downtown,FL
8684,Project Manager / FRTB Experience,Matlen Silver,New York,NY
8685,Robert Half Technology Account Executive TS,Robert Half Technology,Cincinnati,OH
8686,Site Reliability Engineer - Hadoop,Capital Markets Placement,New York,NY
8687,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Coral Gables,FL
8688,Robert Half Technology Information Technology Search Technical Recruiter,Robert Half Technology,Austin,TX
8689,"C, C++, Solaris, Object oriented, OOP, Unix, Oracle, RDBMS",Primus Software Corp,Orangeburg,NY
8690,"A2368A - Checkpoint Firewall Consultant - Contract - Harrisburg,PA","Technovision, Inc.",Harrisburg,PA
8691,Infrastructure Practice Lead (Perm Opportunity),"Apex Systems, Inc",Columbus,OH
8692,UX Designer,Benjamin Moore and Company,Montvale,NJ
8693,Senior Requirements Analyst,"Citizant, Inc.",New Carrollton,MD
8694,Sr. Smart Chip / EMV Architect/Lead Developer,s.com,Houston,TX
8695,Project Manager - Data Warehouse,Digital Technology Solutions,Grand Rapids,MI
8696,Software Developer (LAMP+PHPstorm),CyberCoders,San Antonio,TX
8697,Robert Half Technology Technology Recruiter CS,Robert Half Technology,Oakbrook Terrace,IL
8698,Back End Developer,Aricent Technologies Mauritius LTD,Tampa,FL
8699,"Development, Prf",Freddie Mac,Mc Lean,VA
8700,Senior Software Developer,"DST Systems, Inc",Denver,CO
8701,"Product Manager - Market Research, Scripting",CyberCoders,Palo Alto,CA
8702,Robert Half Technology Senior Recruiter CS,Robert Half Technology,Seattle,WA
8703,Application Support Analyst II,Robert Half Technology,San Ramon,CA
8704,"Full Stack Developer -JavaScript, NODE, Angular -Partial Remote!",CyberCoders,Cambridge,MA
8705,Robert Half Technology Technology Recruiter TS,Robert Half Technology,Philadelphia,PA
8706,SAP SD with CPG domain,"SoftHQ, Inc.",Menlo Park,CA
8707,.Net Developer w/exp SQL/Vb.net/ C# in Dahlgren VA with TS/SCI Clearance,"22nd Century Technologies, Inc.",Dahlgren,VA
8708,Robert Half Technology Information Technology Search Technical Recruiter,Robert Half Technology,Cincinnati,OH
8709,Systems Engineer,Zolon Tech Solutions Inc,Mounds View,MN
8710,Recruiting Coordinator,Chewy,Dania Beach,FL
8711,Testing Senior (UAT Test Lead),Freddie Mac,Mc Lean,VA
8712,Embedded Software Engineer,CyberCoders,Boise,ID
8714,Malware Reverse Engineer,VeriSign,Reston,VA
8715,"Sr. Product Manager, Color Technology",Benjamin Moore and Company,Montvale,NJ
8716,"User Experience Designer, UI, UX, digital channels",Primus Software Corp,Piscataway,NJ
8717,Mid-Level Requirements Analyst,"Citizant, Inc.",New Carrollton,MD
8718,Robert Half Technology Technology Recruiter TS,Robert Half Technology,Charlotte,NC
8719,Robert Half Technology Staffing Support CS,Robert Half Technology,Nashville,TN
8720,Business/Systems Analyst (Student Administration Systems) - 313533,University of Minnesota - OIT,Twin Cities,MN
8721,Robert Half Technology Senior Recruiter TD,Robert Half Technology,Coral Gables,FL
8722,Development Senior (Java),Freddie Mac,Mc Lean,VA
8723,Campus Recruiter,Chewy,Dania Beach,FL
8724,Robert Half Technology Technology Recruiter TS,Robert Half Technology,San Antonio,TX
8725,"Development, Sr",Freddie Mac,Mc Lean,VA
8726,Sr. Hardware Engineer - Telecom Systems,CyberCoders,Santa Barbara,CA
8727,Robert Half Technology Account Executive TS,Robert Half Technology,Dallas,TX
8728,KDB Developer,"SANS Consulting Services, Inc",New York,NY
8729,Senior Geotechnical Project Manager,CyberCoders,Waltham,MA
8730,Robert Half Technology Technology Recruiter CS,Robert Half Technology,Charlotte,NC
8731,"RPG Developer - Omaha, NE",Aureus Group,Omaha,NE
8732,Robert Half Technology Technology Recruiter CS,Robert Half Technology,Oakbrook Terrace,IL
8733,Project Coordinator,Zolon Tech Solutions Inc,Fairfax,VA
8734,Sr. SharePoint 2013 Engineer,Soft Tech Consulting Inc,Bethesda,MD
8735,Core Java developer--FInancial,Data Incorporated,New York City,NY
8736,"Java, J2EE, SOA, ESB, Spring, Hibernate, Micro Service, MQ, JMS, Core",Primus Software Corp,Folsom,CA
8737,"Sr. Software Engineer, Consumer",Cargurus,Cambridge,MA
8738,Android Developer with start up company!,CyberCoders,Minneapolis,MN
8739,Senior Platform Software Engineer - INNOVATIVE COMPANY!,CyberCoders,Cambridge,MA
8740,ETL Test Engineer - NJ,Stratford Solutions Inc,New Providence,NJ
